"","DaysDriving","Miles_n","Trips","TripMinutes_n","TripChains","MilesPerTrip_n","MinutesPerTrip_n","MilesPerChain_n","MinutesPerChain_n","Average_speed","LeftTurnCount","RightToLeftTurnRatio_n","TripsAMPeak","PercentTripsAMPeak_n","TripsPMPeak","PercentTripsPMPeak_n","TripsAtNight","PercentTripsAtNight_n","TripsLt15Miles","PercentDistLt15Miles_n","TripsVgt60","PercentTripsVgt60_n","SpeedingPer1000Miles","DecelerationPer1000Miles","LIFESATISFACTION","cog","phys","fati","socialrole","iso","info","emo","ins","dep","anx","ang","Age","EDUCATION","INCOME","Site_JHSPH","Site_UCDENVER","Site_UCSD","Site_UMTRI","GENDER_Female","RACE_Black","RACE_American_Indian","RACE_Asian","RACE_Alaska_Native_Native_Hawaiian_Pacific_Islander","RACE_Other_Non_Hispanic","RACE_Hispanic","WORK_Working","MARRIAGE_Living_with_a_partner","MARRIAGE_Separated","MARRIAGE_Divorced","MARRIAGE_Widowed","MARRIAGE_Never_married"
"anx",0.00162612,-7.78766721,0.07281598,-6.71404543,0.03333178,-0.06511483,-0.05579911,-1.22997129,-1.78495098,-0.15332615,-0.03951717,0.00039127,-0.17057278,-0.13662643,0.01830704,0.03124086,0.09660902,0.06240264,0.32938163,0.16855294,-0.14948634,-0.14179888,-0.09416731,0.02522794,-0.08866836,0.06734232,0.04986014,0.120871,0.0961229,0.10049124,0.03219483,0.05058891,0.04450653,0.10234316,0.16468228,0.11618001,-0.03919949,0.00052919,-0.04766257,-0.00376311,0.00249722,0.00192847,-0.00164985,0.00618137,0.00151696,-0.0002671,-0.00017061,0.00037728,-0.00059613,-0.00025107,-0.00360335,0.00196035,-0.00054305,0.00253679,0.00148625,-0.00229122
"ang",0.04978694,1.25758101,0.67467049,6.91572304,0.06813418,-0.0321425,-0.02736424,-0.35431089,-0.39651382,-0.12564029,0.72124177,-0.00192767,-0.06287958,-0.07262908,0.1003699,0.04706078,0.17047365,0.0632623,0.61371738,0.01879594,-0.1269089,-0.17816325,-0.08338532,-0.00191557,-0.11189884,0.0776916,0.05500199,0.15500496,0.1353053,0.14300441,0.05202746,0.07242342,0.05192813,0.09169915,0.11618001,0.30096803,-0.07989709,0.02419903,-0.01242484,-0.00107615,0.00470511,-0.00219022,-0.00381086,0.00022971,-0.00939406,-0.00035685,-0.0022594,0.00096584,-0.00014891,-0.00199951,0.00693807,0.00239896,-0.00142698,-0.00679557,-0.01197371,-0.0054773
"Age",-1.24111648,-232.89471485,-16.67303983,-432.93750955,-2.4250806,-1.24808732,-1.68613028,-1.83582275,14.2222815,-1.8806111,-49.78504234,0.04257143,-1.72326795,-0.57610693,-3.91416921,-1.7631285,-4.93699769,-2.81546457,-9.94787327,3.61419711,-5.24387834,-3.39849642,0.11195996,0.31389807,0.10379592,0.11944602,0.26402461,-0.03017722,0.04400918,-0.14042058,0.13316472,0.10517806,-0.05219902,-0.0414022,-0.03919949,-0.07989709,16.48819266,-0.05686869,-0.04003585,-0.22907301,-0.10792243,0.09234864,0.20999219,-0.13438558,-0.09059362,-0.00155185,0.01088401,-0.00608855,-0.0035486,-0.01683267,-0.32995034,-0.01264771,-0.01659478,-0.06844783,0.14619359,-0.07958575
"EDUCATION",-0.33174881,5.88747886,-3.19455153,-74.17363379,-1.03345218,0.13108227,-0.21774669,9.35417409,17.86418622,0.70648972,-4.56983735,0.00920401,0.29426751,0.37322354,0.28222219,0.62470132,0.04578837,0.48025059,-4.03351594,-0.71248354,2.3015527,2.45989006,1.17004016,0.02635218,0.11060193,-0.04396131,-0.11034553,-0.02928798,-0.04374763,0.02230113,-0.09677625,-0.02383821,-0.05029217,-0.01864219,0.00052919,0.02419903,-0.05686869,2.95684926,0.88568068,-0.06215093,0.05855276,0.07869313,0.03108882,-0.08469621,-0.07414141,-0.00559575,0.01260113,0.00149309,0.00303126,-0.01298375,0.05665501,-0.00616835,-0.0130128,-0.00916021,-0.07121933,0.01030373
"INCOME",-0.42998641,22.17096206,-3.39574495,-27.4004484,-0.96916828,0.336143,0.16974683,11.74670244,21.21418175,0.90574719,-0.24544482,0.00013392,0.60674232,0.63899674,-0.24012104,0.26809613,-0.40092257,0.1028573,-4.65552176,-1.54207495,2.87293507,3.03383451,0.98970183,-0.00396882,0.24298089,-0.05265881,-0.13817122,-0.08824886,-0.07110644,-0.09912619,-0.10558969,-0.09669979,-0.19833434,-0.05511981,-0.04766257,-0.01242484,-0.04003585,0.88568068,1.58970952,-0.02092699,0.03735884,0.08486716,-0.02257483,-0.10423795,-0.04803651,-0.00522716,-0.00019265,0.00065573,-0.00152665,-0.00292742,0.0617017,-0.00719352,-0.01104711,-0.12897279,-0.0801313,-0.02427192
"Site_JHSPH",0.13608836,4.37132264,1.17639123,55.99232429,0.26927727,-0.01008495,0.32653448,-1.56890199,0.58967002,-0.5469749,8.35549677,-0.01456873,-0.09116352,-0.15466544,0.19289181,0.054581,0.67910531,0.38721091,1.64438389,0.43617945,-0.1823314,-0.22028116,-0.33822084,-0.01500971,-0.01578889,0.0148694,0.00059597,-0.0050785,0.00676424,0.00244773,0.02318741,0.00727932,0.01070188,0.00036184,-0.00376311,-0.00107615,-0.22907301,-0.06215093,-0.02092699,0.16499796,-0.03975957,-0.04018526,-0.0460598,0.0012941,0.03713731,0.0019071,-0.00221359,-0.00027244,-0.00008514,-0.00136221,0.01016551,0.00151546,0.00308201,0.00687917,0.00063002,0.00587454
"Site_UCDENVER",-0.11816559,-18.72671337,-1.28658098,-12.7776147,-0.18049623,-0.11370569,0.03437402,-0.70764458,2.95983476,-0.4987844,0.50520429,0.01819165,-0.05768136,0.03936183,-0.08079505,0.0364151,-0.13832353,-0.05077205,-0.58383491,0.4971331,-0.57100974,-0.43967124,-0.11943735,0.03342818,0.00241854,0.01922601,0.00171562,0.00161466,0.00492446,0.0039381,-0.00449659,0.0037258,0.00223288,0.00044251,0.00249722,0.00470511,-0.10792243,0.05855276,0.03735884,-0.03975957,0.15443864,-0.03679709,-0.04217633,-0.00466691,-0.00405008,0.0003873,-0.00103735,-0.00021502,-0.00031434,0.00440983,0.00294528,-0.00034072,0.00044389,-0.0011906,-0.00460832,-0.00036209
"Site_UCSD",-0.10988216,-28.74403888,-1.15570572,-50.67622631,-0.20171131,-0.19637052,-0.31662987,-0.90302822,0.065179,-0.25801707,-1.42846059,-0.00022944,0.09169341,0.15201657,-0.19331395,-0.08991766,-0.00558297,0.07478182,-0.26423749,0.67696748,1.69360183,1.65411329,0.42690831,0.07280138,0.01490067,0.00406694,-0.00898993,-0.01095546,-0.02163146,-0.01756887,-0.00760468,-0.00206936,-0.0078828,-0.00030817,0.00192847,-0.00219022,0.09234864,0.07869313,0.08486716,-0.04018526,-0.03679709,0.15569819,-0.04262789,0.00325863,-0.0123761,-0.00044339,0.00668552,0.00059563,0.00048212,0.00313042,-0.00504419,0.00122466,-0.00039932,-0.00353107,-0.00281123,0.00037261
"Site_UMTRI",0.12291062,12.57726093,0.71239663,6.50609695,0.02052546,0.07600087,-0.0202387,1.37658262,-0.0036169,0.25918237,2.12950609,0.00732028,-0.07444571,-0.11700962,0.20003862,0.14506994,-0.19588108,-0.13441498,0.54233183,-0.10550725,-0.01553487,-0.12384308,0.69090264,0.02135802,-0.00481162,0.02864773,0.00363307,0.01089766,0.00566474,-0.00312679,0.00352902,0.00140653,0.00905946,-0.00043049,-0.00164985,-0.00381086,0.20999219,0.03108882,-0.02257483,-0.0460598,-0.04217633,-0.04262789,0.17222753,-0.00571795,-0.00712808,-0.00062769,0.0003883,0.00050348,0.0018288,-0.00332807,0.00010767,-0.00177472,-0.00157372,0.00748883,0.00032937,-0.00158507
"GENDER_Female",-0.00591204,-21.48104804,-1.1287446,-19.24434932,0.03538112,-0.15380444,-0.07363397,-3.79819435,-4.81388159,-0.47854497,-1.98388509,-0.00174259,-0.18957512,-0.09284177,-0.08594552,0.02027378,-0.25455555,-0.17772197,-0.19911687,0.57940031,-0.58297118,-0.59830219,-0.30263671,0.01392835,-0.00886383,0.02053318,0.03616941,0.02383755,0.00733909,0.00095973,-0.05031555,-0.01353899,0.02746961,0.00875405,0.00618137,0.00022971,-0.13438558,-0.08469621,-0.10423795,0.0012941,-0.00466691,0.00325863,-0.00571795,0.24965077,0.00883234,-0.00013889,-0.00043404,-0.00006945,-0.00042135,0.00067042,-0.01741829,-0.00174216,0.00075256,0.0312374,0.03646656,0.00384024
"RACE_Black",0.08426974,-1.17417849,1.3660955,38.94108819,0.25508993,-0.0724565,0.14082755,-2.10947066,-1.20691633,-0.47421118,5.44465154,-0.00283943,-0.01186381,-0.07956369,0.21758872,0.03279239,0.39468881,0.17375602,1.7167433,0.41225257,-0.16867385,-0.24067192,-0.08854613,0.01487985,-0.01474377,0.01346549,0.00357931,0.00096745,-0.0017382,-0.00427807,0.01104982,0.0010765,0.00547114,0.00188769,0.00151696,-0.00939406,-0.09059362,-0.07414141,-0.04803651,0.03713731,-0.00405008,-0.0123761,-0.00712808,0.00883234,0.06919487,-0.00048879,-0.00152748,-0.0002444,-0.00076374,-0.00195518,-0.00030199,-0.00090096,0.00232227,0.00547088,0.00569976,0.0047402
"RACE_American_Indian",0.00516742,0.05207319,0.06715424,3.75953681,0.00824751,0.00110823,0.02072105,0.114043,0.32986718,-0.02361673,0.46446318,-0.00019271,0.01824481,0.00850633,0.00027732,-0.00590854,0.02530588,0.01340884,0.03386168,-0.01771493,0.00703558,0.00510848,0.01125289,0.00208735,-0.00098894,0.00051016,0.00021301,0.00035591,-0.00040599,-0.00122933,-0.00052619,-0.00074721,0.00101765,-0.00089011,-0.0002671,-0.00035685,-0.00155185,-0.00559575,-0.00522716,0.0019071,0.0003873,-0.00044339,-0.00062769,-0.00013889,-0.00048879,0.00649588,-0.00013355,-0.00002137,-0.00006678,-0.00017094,0.00205934,0.00018697,-0.0000828,-0.00013355,0.00166404,0.00014423
"RACE_Asian",-0.02187421,-2.33919917,-0.16362103,-3.91923009,-0.01280563,-0.01012937,-0.00971361,-0.2181252,-0.32122334,-0.03420611,-0.23511673,0.00039216,-0.02050723,-0.00434948,-0.01334578,0.00625367,0.005519,0.01593042,-0.08458773,0.05089256,0.09963339,0.10447058,0.08733005,0.0094294,0.0017318,0.00196461,-0.00253979,-0.00463461,-0.00258411,0.00029606,0.00876382,0.00385877,0.00192863,0.00025784,-0.00017061,-0.0022594,0.01088401,0.01260113,-0.00019265,-0.00221359,-0.00103735,0.00668552,0.0003883,-0.00043404,-0.00152748,-0.00013355,0.02001584,-0.00006678,-0.00020867,-0.0005342,-0.00102266,-0.00069279,-0.00025875,-0.00092817,-0.00041901,0.00080831
"RACE_Alaska_Native_Native_Hawaiian_Pacific_Islander",-0.000442,0.16311716,0.01139736,0.34838217,0.00141484,0.00013456,0.00016642,0.06418827,0.15832436,-0.00037808,0.06942859,-0.00006359,-0.00340466,-0.00312806,0.00188545,-0.00145603,0.01195994,0.00719246,0.01020416,0.00435878,0.02077934,0.00903238,0.00181401,0.00334678,-0.00065794,0.00173649,0.00066842,0.00130178,0.00035892,0.00091782,0.00111615,0.0004948,-0.00010417,0.00027011,0.00037728,0.00096584,-0.00608855,0.00149309,0.00065573,-0.00027244,-0.00021502,0.00059563,0.00050348,-0.00006945,-0.0002444,-0.00002137,-0.00006678,0.00325863,-0.00003339,-0.00008547,-0.00019632,-0.00011085,0.00036726,-0.00006678,-0.00039397,0.00027645
"RACE_Other_Non_Hispanic",-0.02585361,-1.60173889,-0.11138982,-2.97123987,0.00921409,-0.00924546,-0.01652485,-0.25274099,-0.50437045,-0.01908173,-0.25693976,-0.000174,-0.01618651,-0.00944216,0.01597347,0.01200057,0.00816204,0.010525,-0.05741486,0.01606857,0.00211377,0.01354571,0.00657698,0.01278993,-0.00097309,0.00021606,0.00021151,-0.00032507,0.00054693,0.00065886,0.00274725,0.00269563,0.00203706,-0.00119924,-0.00059613,-0.00014891,-0.0035486,0.00303126,-0.00152665,-0.00008514,-0.00031434,0.00048212,0.0018288,-0.00042135,-0.00076374,-0.00006678,-0.00020867,-0.00003339,0.01011226,-0.0002671,0.00091899,-0.0003464,0.00027929,0.00096624,-0.00000518,-0.00041317
"RACE_Hispanic",0.02342588,-0.06539971,0.28188263,3.02314514,0.04137004,-0.01457932,-0.00828874,-0.33408909,-0.3842174,-0.04333789,0.62543405,0.00105557,0.04760355,0.0240308,0.0361804,0.00654069,0.04110823,0.01448029,0.38379641,0.1030748,0.06529119,0.03953865,0.02978176,0.01034807,0.001929,0.00224498,0.00023905,-0.001437,-0.00162397,0.00008881,0.00729451,0.00457142,0.00447927,-0.00110847,-0.00025107,-0.00199951,-0.01683267,-0.01298375,-0.00292742,-0.00136221,0.00440983,0.00313042,-0.00332807,0.00067042,-0.00195518,-0.00017094,-0.0005342,-0.00008547,-0.0002671,0.0254707,0.00088143,0.00033922,-0.0003312,0.00110045,0.00011752,-0.00024039
"WORK_Working",0.27672889,26.4120795,2.26354905,52.44648382,0.30005759,0.13469735,0.20979531,0.72695905,-0.38859254,0.16659068,6.63761465,-0.00004855,0.47098468,0.29206385,0.66726159,0.39768236,0.71490391,0.49136856,1.69732059,-0.24625027,0.75812906,0.5615073,0.2241911,0.01964732,-0.01015351,-0.01199786,-0.03074243,-0.00798109,-0.00174421,0.0001992,-0.00554313,-0.00048604,0.00348791,-0.00573869,-0.00360335,0.00693807,-0.32995034,0.05665501,0.0617017,0.01016551,0.00294528,-0.00504419,0.00010767,-0.01741829,-0.00030199,0.00205934,-0.00102266,-0.00019632,0.00091899,0.00088143,0.21400605,0.00051734,0.00261074,0.00556704,-0.00672843,0.00094203
"MARRIAGE_Living_with_a_partner",-0.01988513,0.33473051,-0.07865904,-0.03516395,0.02185882,0.0135207,0.01714766,-0.17614178,-0.54008096,0.0130719,-0.3402723,0.00032275,-0.03137042,-0.01301702,-0.00532482,0.0096025,-0.03585661,-0.0208425,-0.18723476,-0.08976904,-0.00632532,0.03546796,0.00604361,-0.00062736,-0.00165648,-0.00037382,-0.00104687,0.0011439,0.00240837,0.00044243,-0.00004136,-0.00163491,-0.0023706,0.00086119,0.00196035,0.00239896,-0.01264771,-0.00616835,-0.00719352,0.00151546,-0.00034072,0.00122466,-0.00177472,-0.00174216,-0.00090096,0.00018697,-0.00069279,-0.00011085,-0.0003464,0.00033922,0.00051734,0.03276905,-0.00042953,-0.00493268,-0.00408747,-0.00137173
"MARRIAGE_Separated",0.00074412,-1.2662499,-0.0462541,0.68561602,0.01772164,-0.00544674,0.0174476,-0.22335023,-0.20702203,-0.04270532,0.32313958,-0.00007985,-0.03322108,-0.02647078,0.01590949,0.01553363,0.02953925,0.02351914,0.05546427,0.06925222,-0.02061,-0.01904175,-0.01714144,0.0045772,-0.0017526,0.00100759,0.00007429,-0.00180072,0.00125032,0.00055544,0.00057047,0.00178966,0.00469187,0.00012716,-0.00054305,-0.00142698,-0.01659478,-0.0130128,-0.01104711,0.00308201,0.00044389,-0.00039932,-0.00157372,0.00075256,0.00232227,-0.0000828,-0.00025875,0.00036726,0.00027929,-0.0003312,0.00261074,-0.00042953,0.01250815,-0.00184233,-0.00152665,-0.00051233
"MARRIAGE_Divorced",0.03716727,-8.19020351,0.04446011,-0.91983209,0.11521502,-0.07296266,-0.02784749,-2.13647884,-3.05566844,-0.23586951,0.31329792,0.00008098,-0.08865225,-0.09390595,0.14196679,0.08710903,0.10978117,0.0748418,0.40607108,0.34611576,-0.20185911,-0.19507995,0.02114325,0.01238639,-0.03289479,0.00504236,0.01794448,0.01266974,0.00131096,0.01198129,0.01207144,0.02324475,0.05855409,0.00517457,0.00253679,-0.00679557,-0.06844783,-0.00916021,-0.12897279,0.00687917,-0.0011906,-0.00353107,0.00748883,0.0312374,0.00547088,-0.00013355,-0.00092817,-0.00006678,0.00096624,0.00110045,0.00556704,-0.00493268,-0.00184233,0.12432724,-0.0175318,-0.00588355
"MARRIAGE_Widowed",0.01422498,-7.41413631,-0.3396569,-6.66901509,0.01832696,-0.05371361,-0.03641891,-0.82964789,-1.20891547,-0.14585662,-0.76721626,-0.00171255,-0.03742845,-0.02825062,-0.04748632,-0.03565377,0.01876218,0.00657131,-0.0143982,0.18596524,-0.27705124,-0.28415687,-0.07681094,0.01984519,-0.00873214,-0.00145541,0.01232418,-0.0027733,0.00195847,0.00652814,0.00246254,0.00851458,0.03026941,0.00096953,0.00148625,-0.01197371,0.14619359,-0.07121933,-0.0801313,0.00063002,-0.00460832,-0.00281123,0.00032937,0.03646656,0.00569976,0.00166404,-0.00041901,-0.00039397,-0.00000518,0.00011752,-0.00672843,-0.00408747,-0.00152665,-0.0175318,0.10602802,-0.00487542
"MARRIAGE_Never_married",0.04662033,-4.20334199,0.09135079,-1.8061984,0.01952273,-0.03121708,-0.01863731,-0.47113484,-0.21482989,-0.09860639,0.24725286,-0.00018467,-0.05233303,-0.04102744,0.03620311,0.01476716,0.14539575,0.08588032,0.29267427,0.14764555,-0.01885737,0.00940692,-0.02627972,0.0065502,-0.00732462,0.00156667,0.0001878,0.00088682,-0.00085827,0.0034019,0.00985338,0.00967346,0.02868383,0.00068624,-0.00229122,-0.0054773,-0.07958575,0.01030373,-0.02427192,0.00587454,-0.00036209,0.00037261,-0.00158507,0.00384024,0.0047402,0.00014423,0.00080831,0.00027645,-0.00041317,-0.00024039,0.00094203,-0.00137173,-0.00051233,-0.00588355,-0.00487542,0.03882155
